"species","tissueType","cellName","markerNames","markerEnsemblIDs","markerHgncIDs"
"human","Lung","FOXN4+ cell","ACTL6A ACTN1 ADAM15 ALDOA AMD1 ARL4C ARNTL2 BAMBI BTG3 CARHSP1 CASP3 CCNO CDC20B CDK1 CDK2AP2 CDKN2A CDT1 CENPM CHCHD2 CHORDC1 DBF4 DGCR6 DHFR DPY19L1 E2F7 E2F8 EIF2S2 ENO1 FOXJ1 FOXN4 GADD45B GGH GSKIP HELLS HYLS1 INSIG1 ISYNA1 KDELC2 KIAA0895 LAYN LCK LRRC26 LYZ MAZ MCIDAS MYCL NEK2 NETO2 NOP16 OAT PAQR4 PCSK6 PIGW PLK4 POLR2L PPM1G PRPS2 PSIP1 PSMC3 PTGES3 PTMA PTPLAD1 RANBP1 RB1 RCC2 RTTN SLFN11 SNRPG STIL TACC1 TAF11 TCF19 TM7SF3 TMEM106C TTC30A TYMS UBE2T USP13 WDR61 WHSC1 YWHAH","ENSG00000136518 ENSG00000072110 ENSG00000143537 ENSG00000149925 ENSG00000123505 ENSG00000188042 ENSG00000029153 ENSG00000095739 ENSG00000281484 ENSG00000154640 ENSG00000153048 ENSG00000164305 ENSG00000152669 ENSG00000164287 ENSG00000170312 ENSG00000167797 ENSG00000147889 ENSG00000167513 ENSG00000100162 ENSG00000106153 ENSG00000285023 ENSG00000110172 ENSG00000006634 ENSG00000183628 ENSG00000228716 ENSG00000173852 ENSG00000165891 ENSG00000129173 ENSG00000125977 ENSG00000074800 ENSG00000129654 ENSG00000139445 ENSG00000099860 ENSG00000137563 ENSG00000100744 ENSG00000119969 ENSG00000198331 ENSG00000186480 ENSG00000105655 ENSG00000164542 ENSG00000204381 ENSG00000182866 ENSG00000184709 ENSG00000090382 ENSG00000103495 ENSG00000234602 ENSG00000116990 ENSG00000117650 ENSG00000171208 ENSG00000048162 ENSG00000065154 ENSG00000162073 ENSG00000140479 ENSG00000275600 ENSG00000277161 ENSG00000142731 ENSG00000177700 ENSG00000115241 ENSG00000101911 ENSG00000164985 ENSG00000165916 ENSG00000110958 ENSG00000187514 ENSG00000099901 ENSG00000139687 ENSG00000281540 ENSG00000179051 ENSG00000176225 ENSG00000172716 ENSG00000143977 ENSG00000123473 ENSG00000147526 ENSG00000064995 ENSG00000224472 ENSG00000206455 ENSG00000224941 ENSG00000233890 ENSG00000234674 ENSG00000224379 ENSG00000137310 ENSG00000064115 ENSG00000134291 ENSG00000197557 ENSG00000176890 ENSG00000077152 ENSG00000058056 ENSG00000140395 ENSG00000128245","HGNC:24124 HGNC:163 HGNC:193 HGNC:414 HGNC:457 HGNC:698 HGNC:18984 HGNC:30251 HGNC:1132 HGNC:17150 HGNC:1504 HGNC:18576 HGNC:24222 HGNC:1722 HGNC:30833 HGNC:1787 HGNC:24576 HGNC:18352 HGNC:21645 HGNC:14525 HGNC:17364 HGNC:2846 HGNC:2861 HGNC:22205 HGNC:23820 HGNC:24727 HGNC:3266 HGNC:3350 HGNC:3816 HGNC:21399 HGNC:4096 HGNC:4248 HGNC:20343 HGNC:4861 HGNC:26558 HGNC:6083 HGNC:29821 HGNC:22206 HGNC:29471 HGNC:6524 HGNC:31409 HGNC:6740 HGNC:6914 HGNC:40050 HGNC:7555 HGNC:7745 HGNC:14644 HGNC:26934 HGNC:8091 HGNC:26386 HGNC:8569 HGNC:23213 HGNC:11397 HGNC:9199 HGNC:9278 HGNC:9465 HGNC:9527 HGNC:9549 HGNC:16049 HGNC:9623 HGNC:9847 HGNC:9884 HGNC:30297 HGNC:18654 HGNC:26633 HGNC:11163 HGNC:10879 HGNC:11522 HGNC:11544 HGNC:11629 HGNC:23049 HGNC:28775 HGNC:25853 HGNC:12441 HGNC:25009 HGNC:12611 HGNC:30300 HGNC:12853"
"human","Lung","Idiopathic pulmonary fibrosis cell","AKT2 COL1A1 IL10 KRT14 KRT5 LTBP4 MUC5AC MUC5B NGFR PDPN PLA2G4C SCGB1A1 SLC26A8 SPDEF TP63","ENSG00000105221 ENSG00000108821 ENSG00000136634 ENSG00000186847 ENSG00000186081 ENSG00000090006 ENSG00000283158 ENSG00000215182 ENSG00000117983 ENSG00000064300 ENSG00000162493 ENSG00000105499 ENSG00000149021 ENSG00000112053 ENSG00000124664 ENSG00000073282","HGNC:392 HGNC:2197 HGNC:5962 HGNC:6416 HGNC:6442 HGNC:6717 HGNC:7515 HGNC:7516 HGNC:7809 HGNC:29602 HGNC:9037 HGNC:12523 HGNC:14468 HGNC:17257 HGNC:15979"
"human","Lung","Ionocyte cell","ACADS ACP1 ACSL1 ACVR1 ADM AGPAT2 AIFM1 AKAP2 AKAP7 AKIP1 AKIRIN1 AKR1B1 AMACR ANGEL2 ANK2 ANKRD6 ANKRD9 APLP2 APP ARL4A ARL6IP5 ASCL3 ATL2 ATP11A ATP1A1 ATP6V0A4 ATP6V0B ATP6V0C ATP6V0CP3 ATP6V0D2 ATP6V1A ATP6V1B1 ATP6V1C2 ATP6V1F ATP6V1G3 ATP7A AXIN1 BCL2 BCOR BCR BFAR BIK BMF BPIFA2 BRPF1 BSND C11orf68 C1D C1QTNF3-AMACR C9orf152 CA12 CALML3 CAMK2B CBR3 CCDC107 CCDC132 CCDC85C CCNJL CD164 CD9 CDA CDKN1B CELF2 CFTR CGNL1 CHST15 CLCN3 CLCNKA CLCNKB CLGN CMAHP CNN3 CORO7 COX5B COX6B2 COX7B CSPG5 CYP51A1 DARS DDAH2 DHRS7 DMRT2 DOCK11 DOCK4 DOCK6 DUSP6 EFHD1 EIF2AK3 EIF4E2 EPCAM ETS1 FAM114A1 FAM120AOS FAM127B FAM174B FAM195A FAM210B FAM43A FAM89B FASTKD2 FBXO32 FOPNL FOXI1 FOXP1 FRYL FXYD2 FXYD6 FXYD6-FXYD2 GABARAPL1 GADD45G GAREM GBAS GLIDR GNA11 GOLM1 GPD1L GPR116 GPR160 GPRC5B GRPEL2 GYG1 H1F0 H3F3B HDAC4 HEPACAM2 HILPDA HPCAL1 ID3 ID4 IGF1 IGFBP5 IMPA2 INO80 INPPL1 IQGAP2 IRF2BPL ITPKB ITPR2 JADE1 JAM3 KCNH1 KCNMA1 KHDRBS3 KIAA1598 KIDINS220 KLC1 KLHL23 KRT18 KRT7 KRT8 KRT80 LBH LDOC1L LEF1 LGR4 LIMA1 LINC01187 LRRC42 LTBP2 MAF MAN2A1 MAOA MEF2D MEGF9 METTL13 MGAT5 MIEF1 MPC1 MRFAP1L1 MRPL34 MRPS26 MTHFD1L MYO6 NCALD NCKAP5 NDST1 NDUFA4 NEDD4L NEURL1 NGFR NRIP3 NT5C NT5DC3 NUDT16L1 OSBPL1A PALM2-AKAP2 PCBP4 PDE1C PDK3 PHB PHF23 PHOSPHO2-KLHL23 PI4KB PKIB PLCB4 PLCG2 PLEKHF2 PLEKHG3 PLXDC2 POSTN PPARGC1A PPP1R12B PPP1R18 PPP2CA PPP2R3A PRDM4 PRKAG2 PRPF38A PSD3 PSEN2 PTAFR PTGFRN PTK2 PXDN PYGB PYGO2 QSOX1 RAB37 RAD51C RALA RARRES2 RBMXL1 RCAN2 RECQL REPIN1 RERG RET RFK RGMA RNF34 RPS6KC1 RRM2B SAV1 SC5D SCARB2 SCG2 SCNN1B SDC2 SEC11C SEC23B SEMA3C SERTAD4-AS1 SH3GLB1 SHISA2 SIRT2 SLC12A2 SLC14A1 SLC25A23 SLC29A1 SLC2A12 SLC35F3 SLC9A7 SMAP1 SMARCB1 SMOC1 SNTB1 SP110 SSFA2 ST14 STAC2 STAP1 SUCLG1 SULT1C2 SVIL SYT7 TBC1D1 TBC1D14 TBC1D2B TBC1D4 TBC1D9 TFCP2L1 TFG TFPI TGFB3 TGFBR2 THBS1 TMEM160 TMEM51 TMEM61 TMPRSS11E TMPRSS13 TMSB4X TMTC3 TMUB1 TPD52 TPM1 TRIM47 TRIM8 TSPAN14 TSSC1 TWSG1 UBE2MP1 UBXN2B UHRF1BP1L UNC5B-AS1 USF2 USP53 UST VBP1 VEGFB VGLL4 WDR1 WLS YTHDC1 ZDHHC3 ZNF410 ZNF493 ZNF704","ENSG00000122971 ENSG00000143727 ENSG00000151726 ENSG00000115170 ENSG00000148926 ENSG00000169692 ENSG00000156709 ENSG00000118507 ENSG00000166452 ENSG00000174574 ENSG00000085662 ENSG00000242110 ENSG00000174606 ENSG00000145362 ENSG00000135299 ENSG00000156381 ENSG00000084234 ENSG00000142192 ENSG00000122644 ENSG00000144746 ENSG00000176009 ENSG00000119787 ENSG00000068650 ENSG00000163399 ENSG00000105929 ENSG00000117410 ENSG00000185883 ENSG00000213435 ENSG00000147614 ENSG00000114573 ENSG00000116039 ENSG00000143882 ENSG00000128524 ENSG00000263014 ENSG00000151418 ENSG00000165240 ENSG00000103126 ENSG00000171791 ENSG00000183337 ENSG00000186716 ENSG00000275618 ENSG00000103429 ENSG00000100290 ENSG00000104081 ENSG00000131050 ENSG00000156983 ENSG00000162399 ENSG00000175573 ENSG00000197223 ENSG00000273294 ENSG00000188959 ENSG00000074410 ENSG00000178363 ENSG00000058404 ENSG00000159231 ENSG00000159884 ENSG00000205476 ENSG00000135083 ENSG00000135535 ENSG00000010278 ENSG00000158825 ENSG00000111276 ENSG00000048740 ENSG00000001626 ENSG00000128849 ENSG00000182022 ENSG00000109572 ENSG00000186510 ENSG00000184908 ENSG00000153132 ENSG00000168405 ENSG00000117519 ENSG00000282725 ENSG00000262246 ENSG00000135940 ENSG00000160471 ENSG00000131174 ENSG00000114646 ENSG00000001630 ENSG00000226634 ENSG00000227317 ENSG00000225635 ENSG00000206395 ENSG00000228128 ENSG00000233076 ENSG00000213722 ENSG00000100612 ENSG00000173253 ENSG00000147251 ENSG00000128512 ENSG00000130158 ENSG00000139318 ENSG00000115468 ENSG00000172071 ENSG00000135930 ENSG00000119888 ENSG00000134954 ENSG00000197712 ENSG00000188938 ENSG00000185442 ENSG00000124098 ENSG00000185112 ENSG00000176973 ENSG00000118246 ENSG00000156804 ENSG00000168269 ENSG00000114861 ENSG00000075539 ENSG00000137731 ENSG00000137726 ENSG00000255245 ENSG00000139112 ENSG00000130222 ENSG00000278175 ENSG00000088256 ENSG00000135052 ENSG00000152642 ENSG00000173890 ENSG00000167191 ENSG00000164284 ENSG00000163754 ENSG00000068024 ENSG00000188175 ENSG00000135245 ENSG00000115756 ENSG00000283060 ENSG00000117318 ENSG00000172201 ENSG00000017427 ENSG00000115461 ENSG00000141401 ENSG00000128908 ENSG00000165458 ENSG00000145703 ENSG00000119669 ENSG00000143772 ENSG00000123104 ENSG00000077684 ENSG00000166086 ENSG00000143473 ENSG00000156113 ENSG00000131773 ENSG00000134313 ENSG00000126214 ENSG00000213160 ENSG00000111057 ENSG00000135480 ENSG00000170421 ENSG00000167767 ENSG00000213626 ENSG00000138795 ENSG00000205213 ENSG00000050405 ENSG00000249601 ENSG00000116212 ENSG00000119681 ENSG00000178573 ENSG00000112893 ENSG00000189221 ENSG00000116604 ENSG00000106780 ENSG00000010165 ENSG00000152127 ENSG00000100335 ENSG00000060762 ENSG00000178988 ENSG00000130312 ENSG00000125901 ENSG00000120254 ENSG00000196586 ENSG00000104490 ENSG00000176771 ENSG00000070614 ENSG00000189043 ENSG00000049759 ENSG00000107954 ENSG00000064300 ENSG00000175352 ENSG00000125458 ENSG00000111696 ENSG00000168101 ENSG00000141447 ENSG00000090097 ENSG00000154678 ENSG00000067992 ENSG00000040633 ENSG00000143393 ENSG00000135549 ENSG00000101333 ENSG00000197943 ENSG00000175895 ENSG00000126822 ENSG00000120594 ENSG00000133110 ENSG00000109819 ENSG00000077157 ENSG00000230341 ENSG00000236428 ENSG00000229998 ENSG00000225060 ENSG00000234000 ENSG00000231247 ENSG00000206485 ENSG00000146112 ENSG00000113575 ENSG00000073711 ENSG00000110851 ENSG00000106617 ENSG00000134748 ENSG00000156011 ENSG00000143801 ENSG00000169403 ENSG00000134247 ENSG00000169398 ENSG00000130508 ENSG00000100994 ENSG00000163348 ENSG00000116260 ENSG00000172794 ENSG00000108384 ENSG00000006451 ENSG00000106538 ENSG00000213516 ENSG00000172348 ENSG00000004700 ENSG00000214022 ENSG00000134533 ENSG00000165731 ENSG00000135002 ENSG00000182175 ENSG00000170633 ENSG00000136643 ENSG00000048392 ENSG00000151748 ENSG00000109929 ENSG00000138760 ENSG00000171951 ENSG00000168447 ENSG00000169439 ENSG00000166562 ENSG00000101310 ENSG00000075223 ENSG00000280963 ENSG00000203706 ENSG00000097033 ENSG00000180730 ENSG00000283100 ENSG00000068903 ENSG00000064651 ENSG00000141469 ENSG00000125648 ENSG00000112759 ENSG00000146411 ENSG00000183780 ENSG00000065923 ENSG00000112305 ENSG00000275837 ENSG00000099956 ENSG00000198732 ENSG00000172164 ENSG00000135899 ENSG00000149418 ENSG00000141750 ENSG00000035720 ENSG00000163541 ENSG00000198203 ENSG00000197321 ENSG00000011347 ENSG00000065882 ENSG00000132405 ENSG00000167202 ENSG00000136111 ENSG00000109436 ENSG00000115112 ENSG00000114354 ENSG00000003436 ENSG00000119699 ENSG00000163513 ENSG00000137801 ENSG00000130748 ENSG00000171729 ENSG00000143001 ENSG00000274058 ENSG00000087128 ENSG00000137747 ENSG00000205542 ENSG00000139324 ENSG00000164897 ENSG00000076554 ENSG00000140416 ENSG00000132481 ENSG00000171206 ENSG00000108219 ENSG00000128791 ENSG00000261461 ENSG00000215114 ENSG00000111647 ENSG00000237512 ENSG00000105698 ENSG00000145390 ENSG00000111962 ENSG00000155959 ENSG00000173511 ENSG00000144560 ENSG00000071127 ENSG00000116729 ENSG00000275272 ENSG00000083896 ENSG00000163812 ENSG00000119725 ENSG00000196268 ENSG00000164684","HGNC:90 HGNC:122 HGNC:3569 HGNC:171 HGNC:259 HGNC:325 HGNC:8768 HGNC:377 HGNC:1170 HGNC:25744 HGNC:381 HGNC:451 HGNC:30534 HGNC:493 HGNC:17280 HGNC:20096 HGNC:598 HGNC:620 HGNC:695 HGNC:16937 HGNC:740 HGNC:24047 HGNC:13552 HGNC:799 HGNC:866 HGNC:861 HGNC:855 HGNC:40001 HGNC:18266 HGNC:851 HGNC:853 HGNC:18264 HGNC:16832 HGNC:18265 HGNC:869 HGNC:903 HGNC:990 HGNC:20893 HGNC:1014 HGNC:17613 HGNC:1051 HGNC:24132 HGNC:16203 HGNC:14255 HGNC:16512 HGNC:28801 HGNC:29911 HGNC:49198 HGNC:31455 HGNC:1371 HGNC:1452 HGNC:1461 HGNC:1549 HGNC:28465 HGNC:35459 HGNC:25876 HGNC:1632 HGNC:1709 HGNC:1712 HGNC:1785 HGNC:2550 HGNC:1884 HGNC:25931 HGNC:18137 HGNC:2021 HGNC:2026 HGNC:2027 HGNC:2060 HGNC:2098 HGNC:2157 HGNC:26161 HGNC:2269 HGNC:24380 HGNC:2291 HGNC:2467 HGNC:2649 HGNC:2716 HGNC:21524 HGNC:2935 HGNC:23483 HGNC:19192 HGNC:19189 HGNC:3072 HGNC:29556 HGNC:3255 HGNC:3293 HGNC:11529 HGNC:3488 HGNC:25087 HGNC:23389 HGNC:34339 HGNC:16102 HGNC:26888 HGNC:16708 HGNC:29160 HGNC:16731 HGNC:3815 HGNC:3823 HGNC:29127 HGNC:4026 HGNC:4030 HGNC:39978 HGNC:4068 HGNC:4097 HGNC:48823 HGNC:4379 HGNC:15451 HGNC:28956 HGNC:23693 HGNC:13308 HGNC:21060 HGNC:4699 HGNC:14063 HGNC:27364 HGNC:28859 HGNC:5145 HGNC:5362 HGNC:5363 HGNC:5464 HGNC:5474 HGNC:6051 HGNC:26956 HGNC:6080 HGNC:6111 HGNC:14282 HGNC:6179 HGNC:6181 HGNC:30027 HGNC:15532 HGNC:6250 HGNC:6284 HGNC:18117 HGNC:29508 HGNC:6387 HGNC:27506 HGNC:6430 HGNC:6445 HGNC:6446 HGNC:27056 HGNC:29532 HGNC:6551 HGNC:13299 HGNC:24636 HGNC:49575 HGNC:28792 HGNC:6715 HGNC:6776 HGNC:6824 HGNC:6833 HGNC:6997 HGNC:3234 HGNC:24248 HGNC:7049 HGNC:25979 HGNC:21606 HGNC:28796 HGNC:14488 HGNC:14045 HGNC:21055 HGNC:7605 HGNC:7655 HGNC:29847 HGNC:7680 HGNC:7687 HGNC:7728 HGNC:7761 HGNC:7809 HGNC:1167 HGNC:17144 HGNC:30826 HGNC:28154 HGNC:16398 HGNC:8652 HGNC:8776 HGNC:8811 HGNC:28428 HGNC:8984 HGNC:9018 HGNC:9059 HGNC:9066 HGNC:20757 HGNC:20364 HGNC:21013 HGNC:16953 HGNC:9237 HGNC:7619 HGNC:29413 HGNC:9299 HGNC:9307 HGNC:9348 HGNC:9386 HGNC:25930 HGNC:19093 HGNC:9509 HGNC:9582 HGNC:9601 HGNC:9611 HGNC:14966 HGNC:9723 HGNC:30257 HGNC:9756 HGNC:30268 HGNC:9820 HGNC:9839 HGNC:9868 HGNC:25073 HGNC:3041 HGNC:9948 HGNC:17922 HGNC:15980 HGNC:9967 HGNC:30324 HGNC:30308 HGNC:17297 HGNC:10439 HGNC:17296 HGNC:17795 HGNC:10547 HGNC:1665 HGNC:10575 HGNC:10600 HGNC:10659 HGNC:23400 HGNC:10702 HGNC:10725 HGNC:32019 HGNC:10833 HGNC:20366 HGNC:10886 HGNC:10911 HGNC:10918 HGNC:19375 HGNC:11003 HGNC:18067 HGNC:23616 HGNC:17123 HGNC:19651 HGNC:11103 HGNC:20318 HGNC:11168 HGNC:5401 HGNC:11344 HGNC:23990 HGNC:24133 HGNC:11449 HGNC:11456 HGNC:11480 HGNC:11514 HGNC:11578 HGNC:29246 HGNC:29183 HGNC:19165 HGNC:21710 HGNC:17925 HGNC:11758 HGNC:11760 HGNC:11769 HGNC:11773 HGNC:11785 HGNC:26042 HGNC:25488 HGNC:27296 HGNC:24465 HGNC:29808 HGNC:11881 HGNC:26899 HGNC:21709 HGNC:12005 HGNC:12010 HGNC:19020 HGNC:15579 HGNC:23303 HGNC:12429 HGNC:32195 HGNC:27035 HGNC:29102 HGNC:45096 HGNC:12594 HGNC:29255 HGNC:17223 HGNC:12662 HGNC:12681 HGNC:28966 HGNC:12754 HGNC:30238 HGNC:30626 HGNC:18470 HGNC:20144 HGNC:23708 HGNC:32291"
"human","Lung","Lung epithelial cell","KL-6 ABCA3 LPCAT1 NAPSA SFTPB SFTPC SLC34A2","ENSG00000185499 ENSG00000167972 ENSG00000275079 ENSG00000153395 ENSG00000131400 ENSG00000168878 ENSG00000168484 ENSG00000157765","HGNC:7508 HGNC:33 HGNC:25718 HGNC:13395 HGNC:10801 HGNC:10802 HGNC:11020"
"human","Lung","M1 macrophage","CXCL10 CD68 HLA-DR","ENSG00000169245 ENSG00000129226","HGNC:10637 HGNC:1693"
"human","Lung","M2 macrophage","CCL18 CD163 CD68","ENSG00000278006 ENSG00000278167 ENSG00000275385 ENSG00000177575 ENSG00000129226","HGNC:10616 HGNC:1631 HGNC:1693"
"human","Lung","Macrophage","CD163 CCL18 CCL2 IL-1ra CD68 CD14 CD11b CD64 RFD7 CD80 CD83 CD86 FIZZ1 CD11a CD11c CD16 CD54 CD71 HLA class II alpha-naphthyl-acetate-esterase","ENSG00000177575 ENSG00000278006 ENSG00000278167 ENSG00000275385 ENSG00000108691 ENSG00000129226 ENSG00000170458 ENSG00000169896 ENSG00000150337 ENSG00000121594 ENSG00000112149 ENSG00000114013 ENSG00000140678 ENSG00000203747 ENSG00000162747 ENSG00000090339 ENSG00000072274","HGNC:1631 HGNC:10616 HGNC:10618 HGNC:1693 HGNC:1628 HGNC:6149 HGNC:3613 HGNC:1700 HGNC:1703 HGNC:1705 HGNC:6152 HGNC:3619 HGNC:3620 HGNC:5344 HGNC:11763"
"human","Lung","Malignant mesothelioma cell","CA125","",""
"human","Lung","Mesothelial cell","N-cadherin","",""
"human","Lung","Mesothelioma cell","HBME-1","",""
"human","Lung","Migrating cancer stem cell","CD110 CDCP1","ENSG00000117400 ENSG00000163814","HGNC:7217 HGNC:24357"
"human","Lung","Monocyte","CD14 CD36 CD68","ENSG00000170458 ENSG00000135218 ENSG00000129226","HGNC:1628 HGNC:1663 HGNC:1693"
"human","Lung","Myeloid dendritic cell","CD11b CD11c CD197 CD1a CD1b CD1c CD205 CD207 CD209 CD273 CD304 CD4 CD40 CD49d CD80 CD83 CD86 F4/80 HLA-DR MHC Class II","ENSG00000169896 ENSG00000140678 ENSG00000126353 ENSG00000054219 ENSG00000116031 ENSG00000090659 ENSG00000197646 ENSG00000099250 ENSG00000010610 ENSG00000101017 ENSG00000115232 ENSG00000121594 ENSG00000112149 ENSG00000114013","HGNC:6149 HGNC:6152 HGNC:1608 HGNC:6729 HGNC:17935 HGNC:1641 HGNC:18731 HGNC:8004 HGNC:1678 HGNC:11919 HGNC:6140 HGNC:1700 HGNC:1703 HGNC:1705"
"human","Lung","Myofibroblast","alpha-SMA Fibronectin Calponin Desmin","",""
"human","Lung","Natural killer cell","NKp46","",""
"human","Lung","Neuroendocrine cell","ACADSB ACSL4 ADA ADAM10 AEN AFAP1 AHCY ALPL ANXA1 ANXA4 ASCL1 ASCL2 ATP11C AZGP1 CCNJ COLCA2 CPE CRYM DIP2B EPB41L4A-AS1 FAM117B FBRSL1 FGF1 FMNL2 FOXK2 FRAT2 GRAMD1A GYS2 HDAC2 HES6 HOMER3 HOTAIRM1 HOXA1 HSPD1 ID2 IL1B IL23A INPP5B KCNN3 KDM6B KYNU LFNG LOC101927318 LOC644961 LRMP MAFF MIAT MLLT11 MYC NAV1 NDC1 NFATC3 NIFK NIP7 NKX3-1 NONO NOS2 NREP ODC1 PDXP POU2F3 PPP1R14B PRDM1 RAD51L3-RFFL RAPGEF5 RASSF6 RCOR1 RFFL RNF183 RTCB SH3BP4 SKAP2 SLC16A1 SNHG1 SORL1 SOX4 SPTSSB TMEM185B TOMM20 TSN TUBB2B TUBB3 XPO5 YBX1","ENSG00000196177 ENSG00000068366 ENSG00000196839 ENSG00000137845 ENSG00000181026 ENSG00000196526 ENSG00000101444 ENSG00000162551 ENSG00000135046 ENSG00000196975 ENSG00000139352 ENSG00000183734 ENSG00000101974 ENSG00000160862 ENSG00000107443 ENSG00000214290 ENSG00000109472 ENSG00000103316 ENSG00000066084 ENSG00000224032 ENSG00000138439 ENSG00000112787 ENSG00000113578 ENSG00000157827 ENSG00000141568 ENSG00000181274 ENSG00000089351 ENSG00000111713 ENSG00000196591 ENSG00000144485 ENSG00000051128 ENSG00000233429 ENSG00000105991 ENSG00000144381 ENSG00000115738 ENSG00000125538 ENSG00000110944 ENSG00000204084 ENSG00000143603 ENSG00000132510 ENSG00000115919 ENSG00000106003 ENSG00000185022 ENSG00000225783 ENSG00000213190 ENSG00000136997 ENSG00000134369 ENSG00000058804 ENSG00000072736 ENSG00000155438 ENSG00000132603 ENSG00000167034 ENSG00000147140 ENSG00000007171 ENSG00000134986 ENSG00000115758 ENSG00000241360 ENSG00000137709 ENSG00000173457 ENSG00000057657 ENSG00000136237 ENSG00000169435 ENSG00000089902 ENSG00000092871 ENSG00000165188 ENSG00000100220 ENSG00000130147 ENSG00000005020 ENSG00000281917 ENSG00000155380 ENSG00000255717 ENSG00000137642 ENSG00000124766 ENSG00000196542 ENSG00000226479 ENSG00000173726 ENSG00000211460 ENSG00000137285 ENSG00000258947 ENSG00000124571 ENSG00000065978","HGNC:91 HGNC:3571 HGNC:186 HGNC:188 HGNC:25722 HGNC:24017 HGNC:343 HGNC:438 HGNC:533 HGNC:542 HGNC:738 HGNC:739 HGNC:13554 HGNC:910 HGNC:23434 HGNC:26978 HGNC:2303 HGNC:2418 HGNC:29284 HGNC:30749 HGNC:14440 HGNC:29308 HGNC:3665 HGNC:18267 HGNC:6036 HGNC:16048 HGNC:29305 HGNC:4707 HGNC:4853 HGNC:18254 HGNC:17514 HGNC:37117 HGNC:5099 HGNC:5261 HGNC:5361 HGNC:5992 HGNC:15488 HGNC:6077 HGNC:6292 HGNC:29012 HGNC:6469 HGNC:6560 HGNC:6780 HGNC:33425 HGNC:16997 HGNC:7553 HGNC:15989 HGNC:25525 HGNC:7777 HGNC:17838 HGNC:24328 HGNC:7838 HGNC:7871 HGNC:7873 HGNC:16834 HGNC:8109 HGNC:30259 HGNC:19864 HGNC:9057 HGNC:9346 HGNC:16862 HGNC:20796 HGNC:17441 HGNC:24821 HGNC:28721 HGNC:26935 HGNC:10826 HGNC:15687 HGNC:10922 HGNC:32688 HGNC:11185 HGNC:11200 HGNC:24045 HGNC:18896 HGNC:20947 HGNC:12379 HGNC:30829 HGNC:20772 HGNC:17675 HGNC:8014"
"human","Lung","Neutrophil","CD11b CD66b","ENSG00000169896 ENSG00000124469","HGNC:6149 HGNC:1820"
"human","Lung","Plasmacytoid dendritic cell","NRP1 CD141","ENSG00000099250 ENSG00000178726","HGNC:8004 HGNC:11784"
